1  1  -nan
2  1.4236  0.00369929
3  1.72635  0.00578266
4  2.01086  0.0068368
5  2.24627  0.00795657
6  2.4405  0.00897516
7  2.63387  0.011334
8  2.81058  0.00987742
9  2.98816  0.0113219
10  3.15277  0.0119981
11  3.32642  0.0140568
12  3.46488  0.0145738
13  3.60659  0.0138936
14  3.73435  0.0143722
15  3.86129  0.0126516
16  4.00037  0.014866
17  4.13265  0.014012
18  4.2661  0.0155589
19  4.34719  0.0169798
20  4.46515  0.0177737
21  4.59236  0.0179424
22  4.68446  0.0179994
23  4.79988  0.0211071
24  4.8829  0.017721
25  5.0024  0.0180273
26  5.10068  0.0225794
27  5.22246  0.0206175
28  5.26326  0.0214824
29  5.37515  0.0239881
30  5.45895  0.0234935
31  5.58378  0.0255507
32  5.63139  0.0249557
33  5.72046  0.0248594
34  5.82308  0.0254122
35  5.90973  0.0242948
36  6.03081  0.025123
37  6.09378  0.0251092
38  6.15948  0.026289
39  6.23084  0.0260168
40  6.32488  0.0273161
41  6.42373  0.0222785
42  6.47077  0.0241088
43  6.53547  0.027749
44  6.60979  0.0275742
45  6.67462  0.0262161
46  6.7683  0.0296206
47  6.84191  0.0301874
48  6.88448  0.026234
49  7.00846  0.0320152
50  7.07744  0.0290546
51  7.13227  0.0250539
52  7.19286  0.0266513
53  7.2507  0.030979
54  7.36847  0.0332461
55  7.37775  0.0319796
56  7.47182  0.0305139
57  7.52235  0.0343851
58  7.57326  0.0284091
59  7.69833  0.0276204
60  7.76519  0.0295876
61  7.81844  0.0299118
62  7.90433  0.029967
63  7.93235  0.03307
64  8.00692  0.0349957
65  8.10559  0.0317317
66  8.07702  0.0344328
67  8.17911  0.0359024
68  8.25863  0.0335431
69  8.2791  0.0294152
70  8.33959  0.0341465
71  8.46334  0.0343572
72  8.4775  0.0319298
73  8.57599  0.0345629
74  8.58954  0.034084
75  8.66484  0.0354737
76  8.66656  0.0337203
77  8.73711  0.0346506
78  8.87061  0.0418888
79  8.91136  0.0356826
80  8.90977  0.0294119
81  8.95286  0.0380874
82  9.06103  0.0355235
83  9.01163  0.0377366
84  9.1505  0.0326624
85  9.18982  0.0421379
86  9.27118  0.0447019
87  9.32077  0.0398809
88  9.38316  0.0357383
89  9.41288  0.0400851
90  9.52017  0.0387951
91  9.52485  0.0364823
92  9.50371  0.0418777
93  9.67992  0.0418943
94  9.6703  0.0356025
95  9.7526  0.0420276
96  9.78853  0.0327296
97  9.81869  0.0352575
98  9.86469  0.0391926
99  9.94689  0.0394092
100  10.0075  0.0389127
