          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20           0           0
          20 7.48682e-05 5.02231e-05
          20 0.000545237 0.000169521
          20  0.00335451 0.000359666
          20   0.0151334 0.000761901
          20   0.0401355  0.00157992
          20   0.0995532  0.00170867
          20    0.198209   0.0035009
          20    0.348878  0.00267132
          20    0.557077  0.00374912
          20    0.796484  0.00725494
          20     1.05523  0.00671505
          20     1.31884  0.00838347
          20     1.54933   0.0077216
          20     1.75309  0.00851289
          20     1.91373   0.0140976
          20     2.06429   0.0105572
          20     2.16585   0.0124084
          20     2.23225   0.0168276
          20     2.26767   0.0116155
          20     2.28742   0.0180988
          20     2.28112   0.0130657
          20     2.24772    0.013809
          20      2.2506   0.0110283
          20      2.2011   0.0114346
          20     2.15771    0.013408
          20     2.10244   0.0120956
          20      2.0406  0.00899008
          20     1.98156  0.00939356
          20     1.93919    0.011893
          20     1.88544   0.0100034
          20     1.83742  0.00716984
          20     1.77657  0.00902342
          20     1.73716   0.0107052
          20     1.69901  0.00804585
          20     1.65731  0.00669955
          20     1.61378  0.00917548
          20     1.58576  0.00729222
          20      1.5494  0.00677064
          20     1.51452  0.00659047
          20     1.48362  0.00667089
          20      1.4508  0.00826628
          20     1.43093  0.00540277
          20     1.39886  0.00606447
          20     1.37618  0.00821836
          20     1.35691  0.00612736
          20     1.34301  0.00785227
          20     1.30515  0.00618969
          20     1.28893  0.00607033
          20     1.28071  0.00687342
          20     1.26556  0.00614708
          20     1.24285  0.00537364
          20     1.23437  0.00417567
          20     1.22368  0.00704564
          20     1.21432  0.00623323
          20     1.21149   0.0047555
          20     1.18769  0.00567454
          20     1.18089  0.00748935
          20     1.16856  0.00508397
          20     1.15301  0.00604636
          20     1.15539  0.00472994
          20     1.14433  0.00499633
          20     1.13661  0.00472998
          20     1.12985  0.00440816
          20       1.123  0.00444301
          20     1.11437  0.00384617
          20     1.11708  0.00432509
          20     1.11557  0.00456902
          20     1.10097  0.00362472
          20     1.09828  0.00552712
          20     1.08973  0.00381629
          20     1.09814  0.00468953
          20     1.08863  0.00424829
          20     1.08827  0.00456884
          20     1.08159  0.00396125
          20     1.07925  0.00480798
          20     1.08162  0.00439298
          20     1.07208  0.00462342
          20     1.06672  0.00345692
          20     1.07294  0.00328447
          20     1.06909  0.00377489
          20     1.05508  0.00372585
          20     1.06184   0.0035601
          20     1.06013  0.00303336
          20     1.06181    0.004061
          20     1.05372  0.00262474
          20     1.06112  0.00315297
          20      1.0627  0.00355072
          20     1.06532  0.00379537
          20     1.05846  0.00467845
          20     1.05165  0.00334731
          20     1.05772  0.00468398
          20       1.059  0.00384786
          20     1.05889  0.00464459
          20     1.05505  0.00339335
          20     1.05294  0.00331492
          20     1.05151  0.00322219
          20      1.0555  0.00345348
          20     1.05913  0.00310824
          20      1.0578  0.00383129
          20     1.05083  0.00368974
          20     1.05746  0.00321823
          20     1.04682  0.00414183
          20     1.05018  0.00297228
          20     1.04545  0.00261523
          20     1.05484  0.00406342
          20     1.04002  0.00324144
          20     1.04617  0.00370716
          20     1.04939  0.00289462
          20     1.04456  0.00303653
          20     1.03843   0.0023803
          20     1.04303  0.00355734
          20     1.03871  0.00318787
          20     1.04528  0.00308132
          20     1.04292  0.00403608
          20     1.03963  0.00374451
          20     1.03915  0.00313428
          20     1.03533  0.00357561
          20     1.03227  0.00412744
          20     1.02707  0.00293866
          20     1.02966  0.00224364
          20     1.03386  0.00267461
          20     1.03281  0.00322617
          20     1.02485  0.00323361
          20     1.02444  0.00313366
          20      1.0244  0.00253914
          20     1.02281  0.00300074
          20     1.02173  0.00302865
          20     1.02484  0.00246334
          20     1.02479   0.0026338
          20     1.02407  0.00298506
          20     1.02329  0.00301672
          20     1.01823  0.00307836
          20     1.01849  0.00211078
          20     1.01935   0.0027027
          20     1.01561  0.00276566
          20     1.01407  0.00361644
          20     1.01481   0.0028786
          20     1.02224  0.00195122
          20     1.01567  0.00320586
          20     1.00874  0.00314508
          20     1.01407  0.00200058
          20     1.01529  0.00327806
          20     1.01302  0.00228659
          20     1.01125  0.00277753
          20     1.00946  0.00359737
          20     1.01104  0.00224267
          20      1.0076  0.00248468
          20     1.01331  0.00246787
          20     1.00917  0.00237256
          20     1.00963  0.00259299
          20     1.00793  0.00247741
          20     1.00973   0.0020127
          20     1.00382  0.00330875
          20     1.00298   0.0024575
          20     1.00028  0.00218063
          20     1.00402  0.00274275
          20     1.00376  0.00268871
          20     1.00375   0.0023064
          20     1.00503  0.00220728
          20    0.996998  0.00182969
          20     1.00522  0.00245592
          20     1.00429  0.00206123
          20     1.00568  0.00256318
          20     1.00188  0.00193604
          20     1.00047  0.00235339
          20    0.999822  0.00256268
          20     1.00401  0.00296455
          20    0.998718  0.00159412
          20     1.00003  0.00169296
          20     1.00255  0.00273114
          20      1.0036  0.00227761
          20     1.00075   0.0024222
          20     1.00213  0.00267434
          20    0.999599  0.00263166
          20     1.00033  0.00312141
          20    0.997632  0.00160797
          20    0.999577  0.00338086
          20    0.997749  0.00266356
          20    0.997889  0.00275397
          20    0.996383   0.0026159
          20    0.998341  0.00191333
          20    0.998929  0.00228484
          20    0.998053  0.00274872
          20    0.994653  0.00212728
          20    0.994366  0.00239113
          20    0.996257  0.00197092
          20     0.99543  0.00176584
          20    0.995712  0.00269576
          20    0.994016   0.0020929
          20    0.993404  0.00223917
          20    0.998439  0.00231024
          20    0.994259  0.00212307
          20    0.993531  0.00216876
          20    0.991641  0.00223206
          20    0.997862  0.00251015
          20      0.9946  0.00232171
          20     0.99514  0.00198284
          20    0.995331  0.00182102
          20    0.995895  0.00269879
          20     0.99642  0.00204722
          20    0.993873  0.00155516
          20    0.997795  0.00212407
          20    0.995308   0.0024396
          20    0.995242  0.00225115
          20    0.994526  0.00220107
          20    0.993451  0.00202193
          20    0.996116  0.00171613
          20    0.996343   0.0014689
          20    0.994216  0.00207555
          20    0.990892   0.0017945
          20    0.994187  0.00196743
          20    0.992901  0.00167914
          20    0.993787  0.00224557
          20    0.992224  0.00150699
          20    0.988519  0.00229632
          20    0.995989  0.00207839
          20    0.994785  0.00180985
          20    0.991699  0.00146421
          20    0.992914  0.00172065
          20     0.99103  0.00185532
          20    0.991566  0.00162705
          20    0.990624  0.00191329
          20    0.990618  0.00175259
          20    0.993925  0.00178679
          20    0.990452  0.00159331
          20    0.991615  0.00187829
          20    0.991447  0.00231741
          20    0.991202  0.00187625
          20    0.989686  0.00165255
          20    0.986958  0.00186699
          20    0.993017  0.00168886
          20    0.991139  0.00177021
          20    0.991828  0.00180201
          20    0.987782  0.00190139
          20      0.9952  0.00164607
          20    0.991842  0.00200864
          20    0.989819  0.00151708
          20    0.990649  0.00235499
          20    0.989176  0.00117642
          20     0.98801  0.00150677
          20    0.989501  0.00191305
          20    0.991433  0.00225801
          20    0.988491  0.00135225
          20    0.989459  0.00195592
          20    0.989908  0.00168107
          20    0.990094   0.0016867
          20    0.988305  0.00214487
          20    0.990002  0.00200717
          20    0.985775  0.00178663
          20    0.986905  0.00178643
          20     0.98799  0.00159798
          20    0.987338  0.00140762
          20    0.989043  0.00186399
          20    0.991701  0.00213422
          20    0.990854  0.00117082
          20    0.990366  0.00156573
          20     0.98827  0.00177483
          20    0.990166  0.00182804
          20    0.990956  0.00234744
          20    0.987992  0.00107933
          20     0.98761  0.00223901
          20    0.990924  0.00176647
          20    0.989978  0.00161075
          20    0.988057  0.00163436
          20    0.988125    0.001219
          20    0.989185  0.00158318
          20     0.98601  0.00128469
          20    0.988904  0.00181784
          20    0.985645  0.00173069
          20    0.987097   0.0017443
          20    0.985055  0.00192453
          20    0.986512  0.00171758
          20    0.989114  0.00116822
          20    0.988529   0.0013483
          20    0.984558  0.00187697
          20    0.989101  0.00216374
          20    0.988647  0.00169491
          20    0.988152  0.00136659
          20     0.98815  0.00181721
          20    0.985219  0.00170929
