           1     1.48401     1.48401           0
           2     1.20612     1.34507   0.0982507
           3     1.31075     1.33363    0.066163
           4     1.21728     1.30454   0.0556498
           5     1.67019     1.37767   0.0791223
           6     1.43395     1.38705    0.066489
           7     1.40679     1.38987   0.0570503
           8     1.54513     1.40928   0.0531177
           9     1.41443     1.40985   0.0472188
          10     1.45351     1.41422   0.0426984
          11      1.5514     1.42669   0.0405971
          12     1.42901     1.42688   0.0372144
          13     1.35902     1.42166    0.034716
          14     1.56013     1.43155   0.0336158
          15     1.25644     1.41988   0.0333401
          16      1.5589     1.42857   0.0323688
          17     1.56979     1.43687   0.0315128
          18     1.45519     1.43789   0.0297785
          19     1.65452     1.44929   0.0303153
          20     1.35721     1.44469   0.0291471
