          10    0.362705    0.365971  0.00240907
          11    0.374862    0.366779  0.00232418
          12    0.376072    0.367553  0.00225859
          13    0.361048    0.367053  0.00213702
          14    0.369659    0.367239  0.00198723
          15    0.389007     0.36869  0.00235127
          16     0.36327    0.368352  0.00222534
          17    0.359522    0.367832  0.00215391
          18    0.352774    0.366996  0.00219629
          19    0.374899    0.367412  0.00211872
          20    0.377025    0.367892  0.00206666
           1    0.344338    0.344338           0
           2    0.334061    0.339199  0.00513881
           3     0.34825    0.342216  0.00423135
           4    0.344571    0.342805  0.00304937
           5    0.335825    0.341409  0.00274373
           6    0.351433     0.34308   0.0027946
           7     0.34876    0.343891   0.0024974
           8     0.34538    0.344077   0.0021708
           9    0.351081    0.344855   0.0020666
          10    0.345398     0.34491  0.00184922
          11    0.343422    0.344774  0.00167814
          12    0.341591    0.344509  0.00155472
          13    0.347338    0.344727  0.00144659
          14    0.340179    0.344402  0.00137812
          15    0.345891    0.344501  0.00128679
          16    0.349559    0.344817   0.0012445
          17     0.33913    0.344483  0.00121594
          18      0.3382    0.344134  0.00119836
          19     0.34429    0.344142  0.00113356
          20    0.347218    0.344296  0.00108634
           1    0.322632    0.322632           0
           2    0.313406    0.318019  0.00461289
           3    0.323869    0.319969  0.00330077
           4    0.320788    0.320174  0.00234296
           5    0.311616    0.318462  0.00249456
           6    0.322238    0.319091  0.00213179
           7    0.324568    0.319874   0.0019642
           8    0.311641    0.318845  0.00198814
           9    0.314695    0.318384  0.00181299
          10    0.315541    0.318099  0.00164631
          11    0.316931    0.317993  0.00149293
          12    0.324603    0.318544  0.00146996
          13    0.319405     0.31861  0.00135379
          14    0.314132     0.31829  0.00129354
          15    0.312965    0.317935  0.00125546
          16    0.330685    0.318732  0.00141921
          17    0.316591    0.318606  0.00133905
          18    0.308448    0.318042  0.00138287
          19    0.320327    0.318162  0.00131358
          20    0.306728     0.31759  0.00137106
           1     0.28875     0.28875           0
           2    0.292569    0.290659  0.00190974
           3     0.29169    0.291003  0.00115489
           4    0.298438    0.292862  0.00203028
           5    0.295894    0.293468  0.00168555
           6    0.304738    0.295347   0.0023285
           7    0.302377    0.296351  0.00220943
           8    0.285615    0.295009  0.00233715
           9    0.301578    0.295739  0.00218658
          10    0.297151     0.29588  0.00196083
          11    0.295537    0.295849  0.00177391
          12    0.288866    0.295267  0.00172072
          13    0.297251    0.295419  0.00159017
          14    0.287236    0.294835    0.001584
          15     0.30328    0.295398  0.00157844
          16    0.307043    0.296126  0.00164614
          17    0.297254    0.296192   0.0015477
          18    0.286078     0.29563  0.00156364
          19    0.298835    0.295799  0.00148864
          20    0.275884    0.294803    0.001728
           1    0.273522    0.273522           0
           2    0.268062    0.270792  0.00272999
           3    0.268226    0.269937  0.00179323
           4    0.272109     0.27048  0.00137939
           5    0.266547    0.269693   0.0013268
           6    0.273514     0.27033  0.00125666
           7    0.265688    0.269667  0.00125213
           8    0.270839    0.269813  0.00109424
           9    0.267807     0.26959 0.000990433
          10    0.269685      0.2696 0.000885921
          11    0.275105      0.2701  0.00094479
          12    0.271018    0.270177 0.000865854
          13    0.280063    0.270937  0.00110123
          14    0.271487    0.270977   0.0010203
          15    0.267291    0.270731 0.000981104
          16     0.27286    0.270864 0.000927331
          17    0.278117    0.271291 0.000969963
          18    0.273053    0.271389  0.00091972
          19    0.270444    0.271339 0.000871386
          20    0.269351    0.271239 0.000832621
           1    0.248423    0.248423           0
           2    0.249652    0.249037 0.000614325
           3      0.2439    0.247325  0.00174877
           4    0.242181    0.246039  0.00178408
           5    0.253979    0.247627  0.00210521
           6    0.250649    0.248131  0.00179119
           7    0.247064    0.247978  0.00152147
           8    0.243084    0.247367  0.00145272
           9    0.248996    0.247548  0.00129391
          10    0.248181    0.247611  0.00115904
          11    0.252644    0.248069  0.00114389
          12    0.242626    0.247615  0.00113846
          13     0.25483     0.24817  0.00118521
          14    0.256039    0.248732  0.00123287
          15    0.248248      0.2487  0.00114819
          16    0.253382    0.248992  0.00111319
          17    0.251111    0.249117  0.00105306
          18    0.254435    0.249413  0.00103586
          19    0.250345    0.249462 0.000981051
          20    0.245268    0.249252 0.000954035
           1    0.227522    0.227522           0
           2    0.227938     0.22773 0.000207989
           3    0.229764    0.228408 0.000688658
           4    0.228817     0.22851 0.000497589
           5    0.230457    0.228899 0.000547871
           6     0.22991    0.229068 0.000477995
           7    0.227515    0.228846 0.000460897
           8    0.226862    0.228598 0.000469891
           9    0.229186    0.228663 0.000419524
          10    0.229715    0.228768 0.000389706
          11    0.227924    0.228692 0.000360765
          12    0.229548    0.228763 0.000336982
          13    0.231696    0.228989 0.000383374
          14    0.236742    0.229542 0.000657755
          15    0.227044    0.229376 0.000634582
          16    0.235169    0.229738 0.000695316
          17    0.225888    0.229512 0.000691279
          18    0.233564    0.229737 0.000689538
          19    0.225284    0.229502 0.000693059
          20    0.225461      0.2293 0.000687838
           1    0.207193    0.207193           0
           2    0.207453    0.207323 0.000130112
           3    0.220725     0.21179  0.00446786
           4    0.209986    0.211339   0.0031913
           5    0.210618    0.211195  0.00247617
           6    0.216114    0.212015  0.00218165
           7    0.209197    0.211612  0.00188726
           8    0.214764    0.212006  0.00168123
           9    0.211995    0.212005  0.00148271
          10     0.21735     0.21254  0.00142985
          11    0.215065    0.212769  0.00131357
          12    0.208202    0.212389  0.00125806
          13    0.212844    0.212424  0.00115778
          14    0.217663    0.212798  0.00113536
          15    0.211958    0.212742  0.00105844
          16    0.221184    0.213269  0.00112191
          17    0.211978    0.213194  0.00105658
          18    0.213853     0.21323 0.000996831
          19    0.214084    0.213275 0.000943979
          20    0.207676    0.212995  0.00093827
           1    0.197969    0.197969           0
           2    0.192467    0.195218  0.00275072
           3    0.197294     0.19591  0.00173232
           4    0.196342    0.196018   0.0012297
           5    0.199569    0.196728  0.00118819
           6    0.202272    0.197652  0.00133968
           7    0.195247    0.197309  0.00118323
           8    0.199477     0.19758  0.00105994
           9    0.196126    0.197418 0.000948634
          10    0.195768    0.197253 0.000864387
          11    0.192182    0.196792  0.00090767
          12    0.192692     0.19645  0.00089628
          13    0.196896    0.196485 0.000825169
          14    0.197632    0.196567 0.000768345
          15    0.195469    0.196493 0.000719025
          16    0.200019    0.196714 0.000707767
          17    0.194769    0.196599   0.0006746
          18    0.198262    0.196692 0.000642691
          19    0.195908     0.19665 0.000609322
          20    0.193575    0.196497 0.000598153
