           1     76.3777     76.3777           0
           2     77.7076     77.0427     0.66496
           3     77.4595     77.1816    0.408279
           4      69.051      75.149     2.05304
           5     81.7539       76.47     2.06736
           6      80.384     77.1223     1.80966
           7      76.822     77.0794     1.53005
           8     85.0286      78.073     1.65624
           9     81.3276     78.4347     1.50476
          10     85.0987     79.1011     1.50184
          11     84.2787     79.5718      1.4377
          12     83.3068      79.883     1.34884
          13     84.8718     80.2668     1.29874
          14     73.0955     79.7545     1.30696
          15     76.6004     79.5443     1.23475
          16     78.4025     79.4729     1.15721
          17     81.1711     79.5728     1.09159
          18     68.9174     78.9808     1.18726
          19     78.8622     78.9746     1.12306
          20     89.0264     79.4772     1.17802
           1     45.7194     45.7194           0
           2     45.5456     45.6325   0.0868867
           3     43.3369     44.8673    0.766854
           4     39.8256     43.6069     1.37211
           5     47.3887     44.3632     1.30449
           6     37.6619     43.2463     1.54335
           7     46.2448     43.6747      1.3729
           8      46.226     43.9936     1.23099
           9      50.606     44.7283     1.31088
          10      45.133     44.7688     1.17318
          11     41.0017     44.4263     1.11508
          12     39.5966     44.0238      1.0946
          13     48.1604      44.342     1.05597
          14      45.058     44.3932    0.978972
          15      43.542     44.3364    0.913138
          16     47.4978      44.534    0.876717
          17     43.2434     44.4581    0.827024
          18      42.303     44.3384    0.788864
          19      40.564     44.1397    0.772181
          20      41.949     44.0302    0.740699
           1     22.4355     22.4355           0
           2     28.3329     25.3842      2.9487
           3     22.8254     24.5313     1.90414
           4     24.9057     24.6249     1.34968
           5     24.7065     24.6412     1.04559
           6     22.2548     24.2435    0.941817
           7       24.97     24.3473    0.802719
           8     27.3468     24.7222     0.78984
           9     26.8832     24.9623    0.736796
          10     27.3954     25.2056     0.70249
          11     23.9121      25.088    0.646215
          12     24.4272      25.033    0.592476
          13     25.5773     25.0748    0.546605
          14     26.3069     25.1628    0.513652
          15     21.2814     24.9041    0.543708
          16     22.4885     24.7531    0.530527
          17     22.6185     24.6275    0.513919
          18     22.5022     24.5095    0.498706
          19     24.7745     24.5234    0.471935
          20     25.7699     24.5857    0.452034
           1     15.4964     15.4964           0
           2     17.3379     16.4172    0.920745
           3     14.4433     15.7592    0.845888
           4     14.7309     15.5021    0.651041
           5     15.4939     15.5005    0.504297
           6     17.4006     15.8172    0.519461
           7     15.2523     15.7365    0.446379
           8     13.8102     15.4957    0.455433
           9      14.493     15.3843     0.41682
          10     15.6172     15.4076    0.373542
          11     14.3677      15.313    0.350856
          12     16.9345     15.4482    0.347623
          13     15.0168      15.415    0.321483
          14     12.9005     15.2354    0.347627
          15     16.0577     15.2902    0.328234
          16     15.0617     15.2759    0.307367
          17     14.3277     15.2201     0.29406
          18     14.7262     15.1927    0.278597
          19     16.0247     15.2365     0.26714
          20     14.7517     15.2122    0.254588
           1     9.98094     9.98094           0
           2     10.8434     10.4121    0.431204
           3     9.35287     10.0591    0.432034
           4     10.7144     10.2229    0.346654
           5     10.8356     10.3454    0.295154
           6     10.7155     10.4071    0.248759
           7     11.0489     10.4988    0.229361
           8     10.2516     10.4679    0.201021
           9     10.3389     10.4536    0.177863
          10     9.57423     10.3656    0.181769
          11     11.1214     10.4343    0.178197
          12      10.172     10.4125    0.164133
          13     10.6109     10.4277     0.15175
          14     10.3026     10.4188    0.140777
          15     10.6582     10.4348    0.132025
          16     10.7336     10.4534    0.124903
          17     11.0992     10.4914    0.123323
          18     9.72794      10.449    0.123765
          19     9.10023      10.378    0.136911
          20     9.85059     10.3517    0.132536
           1     7.49389     7.49389           0
           2     7.60606     7.54997    0.056084
           3     7.35014     7.48336    0.074065
           4     7.13985     7.39748    0.100588
           5     6.85297     7.28858    0.133905
           6     7.48786     7.32179    0.114266
           7     7.61988     7.36438    0.105545
           8     7.35562     7.36328   0.0914109
           9     7.47042     7.37518   0.0814909
          10     7.75915     7.41358   0.0823828
          11      7.3415     7.40703   0.0748056
          12     7.24534     7.39355   0.0696046
          13     7.65259     7.41348   0.0670559
          14     7.14678     7.39443   0.0649388
          15     7.61196     7.40893   0.0621698
          16     6.85829     7.37452   0.0675748
          17     7.56437     7.38568   0.0644504
          18     7.34758     7.38357   0.0608013
          19     7.82282     7.40669    0.061985
          20     8.18869     7.44579   0.0706168
           1     5.42036     5.42036           0
           2     5.68392     5.55214    0.131778
           3     5.44256     5.51561   0.0843963
           4     5.77787     5.58118   0.0886564
           5     5.67463     5.59987   0.0711707
           6     5.53466       5.589   0.0591181
           7     5.47236     5.57234    0.052669
           8     5.97859     5.62312   0.0682589
           9     5.57625     5.61791   0.0604235
          10     5.56655     5.61278   0.0542879
          11     5.73231     5.62364   0.0502932
          12     5.58401     5.62034   0.0460299
          13     5.51947     5.61258   0.0430464
          14      5.3095     5.59093   0.0453536
          15     5.86985     5.60953    0.046135
          16      5.4992     5.60263   0.0437027
          17     5.58383     5.60152   0.0410665
          18     5.82609       5.614   0.0406782
          19     5.65813     5.61632   0.0385477
          20     5.26817     5.59892   0.0405013
           1     4.34167     4.34167           0
           2      4.3914     4.36653   0.0248667
           3     4.54331     4.42546   0.0606482
           4     4.56687     4.46081   0.0555788
           5     4.29483     4.42761    0.054364
           6     4.79853     4.48943   0.0761042
           7     4.30544     4.46315   0.0694832
           8     4.48289     4.46562   0.0602248
           9     4.54785     4.47475   0.0538935
          10      4.5051     4.47779   0.0482993
          11      4.4113     4.47174   0.0441045
          12     4.45611     4.47044   0.0402828
          13     4.50581     4.47316   0.0371545
          14     4.41609     4.46908   0.0346391
          15      4.5117     4.47193   0.0323721
          16     4.42859     4.46922   0.0304022
